Doc. Condition No.,ItemNo,Step Number,Counter,Application,Condition type,Valid From,Calculation Type,Basis Value,Amount,Currency,Cond.exchange rate,Pricing Unit,Condition Unit,Numerator,Denominator,Condition Category,Statistical,Scale Type,Accruals,Invoice List Cond.,Condition Origin,Group Condition,Access,Condition Record No.,Sequent.No. of Cond.,Account Key,G/L Account,Tax Code,AcctKey Accruals,Accruals Account,Withholding Tax Code,Vendor,Cond.Rounding Diff.,Value,Document Currency,Condition Control,Inactive Condition,Condition Class,Counter,Condition Factor,Structure Condition,Condition Factor,Scale Basis,Scale Basis Value,Scale Unit of Meas.,Scale Currency,Condition Currency,Value,Intercomp.Billing,Changed Manually,Price Source,Tax jurisdiction level,BitEncryptFlags,Condition Update,Maximum Basis Value,Maximum Amount,Basis Value,Customer,UsedforVariantConfig,Variant Condition,Rel. for Acct Assigt,Matrix Maintenance,Data Filter Value for Data Aging,Formula. ID in Document,Adjusted Quantity,Condition Processing if Value is Zero,Relevant for Account Determination
0000004229,10,910,1,V,DCD1,20190625000000,A,"16,032.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004230,10,910,1,V,DCD1,20190625000000,A,"16,032.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004231,10,910,1,V,DCD1,20190625000000,A,"85,170.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004232,10,910,1,V,DCD1,20190625000000,A,"85,170.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004233,10,910,1,V,DCD1,20190625000000,A,"4,008.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004234,10,910,1,V,DCD1,20190625000000,A,"4,008.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004235,10,910,1,V,DCD1,20190625000000,A,"1,002.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004236,10,910,1,V,DCD1,20190625000000,A,"1,002.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004237,10,910,1,V,DCD1,20190625000000,A,"5,334.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004238,10,910,1,V,DCD1,20190625000000,A,"5,334.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004239,10,910,1,V,DCD1,20190625000000,A,"2,667.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004240,10,910,1,V,DCD1,20190625000000,A,"2,667.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004241,10,910,1,V,DCD1,20190625000000,A,"26,670.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004242,10,910,1,V,DCD1,20190625000000,A,"26,670.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004243,10,910,1,V,DCD1,20190625000000,A,"8,890.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004244,10,910,1,V,DCD1,20190625000000,A,"8,890.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004245,10,910,1,V,DCD1,20190625000000,A,"30,226.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004246,10,910,1,V,DCD1,20190625000000,A,"30,226.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004247,10,910,1,V,DCD1,20190625000000,A,"171,396.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004248,10,910,1,V,DCD1,20190625000000,A,"171,396.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004249,10,910,1,V,DCD1,20190625000000,A,"15,870.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004250,10,910,1,V,DCD1,20190625000000,A,"15,870.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004251,10,910,1,V,DCD1,20190625000000,A,"42,849.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004252,10,910,1,V,DCD1,20190625000000,A,"42,849.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004253,10,910,1,V,DCD1,20190625000000,A,"71,415.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004254,10,910,1,V,DCD1,20190625000000,A,"71,415.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004255,10,910,1,V,DCD1,20190625000000,A,"30,153.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004256,10,910,1,V,DCD1,20190625000000,A,"30,153.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004257,10,910,1,V,DCD1,20190625000000,A,"23,805.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004258,10,910,1,V,DCD1,20190625000000,A,"23,805.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004259,10,910,1,V,DCD1,20190625000000,A,"124,544.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004260,10,910,1,V,DCD1,20190625000000,A,"124,544.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004261,10,910,1,V,DCD1,20190625000000,A,"7,784.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004262,10,910,1,V,DCD1,20190625000000,A,"7,784.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004263,10,910,1,V,DCD1,20190625000000,A,"89,516.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004264,10,910,1,V,DCD1,20190625000000,A,"89,516.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004265,10,910,1,V,DCD1,20190625000000,A,"46,704.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004266,10,910,1,V,DCD1,20190625000000,A,"46,704.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004267,10,910,1,V,DCD1,20190625000000,A,"89,516.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004268,10,910,1,V,DCD1,20190625000000,A,"89,516.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004269,10,910,1,V,DCD1,20190625000000,A,"3,892.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004270,10,910,1,V,DCD1,20190625000000,A,"3,892.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
